Course,Title,Units,Lec/Sec,Days,Begin,End,Bldg/Room,Location,Instructor(s),
,,,N,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Borzutzky,
,,,NN,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Sooriamurthi,
,,,O,TBA,,,TBA,"Pittsburgh, Pennsylvania",Feeney,
,,,OO,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Kass,
,,,P,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Wynn,
,,,PP,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Monaghan Rivas,
,,,Q,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Thiessen,
,,,QQ,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Daniels,
,,,R,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Thomas,
,,,S,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Skinner,
,,,T,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Creswell,
,,,U,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Cikara,
,,,V,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Yu,
,,,W,TBA,,,DNM DNM,"Doha, Qatar",Limam Mansar,
,,,X,TBA,,,DNM DNM,"Doha, Qatar",Hakim,
,,,Y,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Liginlal,
,,,Z,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Behrmann,
Drama,,,,,,,,,,
54012,Warmup,1,A,MWF,08:00AM,08:20AM,PCA 321,"Pittsburgh, Pennsylvania",Mackenzie-Wood,
54051,Study Abroad,0,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
54061,Tepper Seminar Directing,27,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Harris,
54062,Tepper Seminar Theatre Theory,9,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Harris,
54063,Tepper Seminar Scene Study,9,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Harris,
54102,Acting I,10,A,MWF,09:00AM,11:20AM,PCA 321,"Pittsburgh, Pennsylvania",Mackenzie-Wood,
,,,B,MWF,09:00AM,11:20AM,PCA 318,"Pittsburgh, Pennsylvania",Knight,
,,,C,MWF,09:00AM,11:20AM,PCA 314,"Pittsburgh, Pennsylvania",Dixon,
54104,Speech I,6,A,T,01:30PM,02:50PM,PCA A41,"Pittsburgh, Pennsylvania",Thuma,
,,,,R,01:30PM,02:20PM,PCA A41,"Pittsburgh, Pennsylvania",,
,,,B,TR,03:00PM,04:20PM,PCA A41,"Pittsburgh, Pennsylvania",Thuma,
,,,C,TR,03:00PM,04:20PM,PCA A41,"Pittsburgh, Pennsylvania",Thuma,
54106,Voice/Alexander I,5,A,T,10:30AM,11:50AM,PCA 321,"Pittsburgh, Pennsylvania",Feindel,
,,,,R,10:30AM,11:20AM,PCA 321,"Pittsburgh, Pennsylvania",,
,,,B,T,12:00PM,01:20PM,PCA 321,"Pittsburgh, Pennsylvania",Feindel,
,,,,R,12:00PM,01:20PM,PCA 318,"Pittsburgh, Pennsylvania",,
54108,Movement I,4,A,TR,03:00PM,04:20PM,PCA 306,"Pittsburgh, Pennsylvania",Moore,
,,,B,TR,10:30AM,11:50AM,PCA 306,"Pittsburgh, Pennsylvania",Moore,
54122,Directing I: Sources,9,A,TR,03:00PM,05:20PM,PCA 115,"Pittsburgh, Pennsylvania",Harris,
54124,Ballet I,5,A,MWF,03:00PM,04:20PM,PCA 306,"Pittsburgh, Pennsylvania",Caton,
,,,B,MWF,03:00PM,04:20PM,PCA 313,"Pittsburgh, Pennsylvania",Conte,
54126,Music Skills II,2,A,TR,04:30PM,05:20PM,PCA 321,"Pittsburgh, Pennsylvania",Douglas,
54152,Stagecraft,11,A,MTWR,03:00PM,04:20PM,PCA 107,"Pittsburgh, Pennsylvania",Brown,
,,,,MTWR,03:00PM,04:20PM,PCA 114,"Pittsburgh, Pennsylvania",,
,,,,MTWR,03:00PM,04:20PM,PCA 118,"Pittsburgh, Pennsylvania",,
,,,,MTWR,03:00PM,04:20PM,PCA A16,"Pittsburgh, Pennsylvania",,
54158,Basic PTM 2,6,A,MW,01:30PM,02:50PM,TBD TBD,"Pittsburgh, Pennsylvania",Boevers,
54160,Production Symposium I,6,A,MTWRF,06:30PM,10:20PM,PCA 107,"Pittsburgh, Pennsylvania",Holcomb,
,,,,S,10:00AM,01:20PM,PCA 107,"Pittsburgh, Pennsylvania",,
54162,Introduction to Costume Design,6,A,F,09:30AM,12:20PM,PCA 305,"Pittsburgh, Pennsylvania",Tsu,
54164,Production for Non Majors,6,A,MTWRF,06:30PM,10:20PM,PCA 114,"Pittsburgh, Pennsylvania",Holcomb,
54166,Introduction to Sound Design for Theatre,6,A,F,09:30AM,12:20PM,PCA 103,"Pittsburgh, Pennsylvania",Pickett,
54170,Studiocraft,8,A,MWF,08:30AM,10:20AM,PCA 304,"Pittsburgh, Pennsylvania","Block, Boevers",
54172,Basic Design,6,A,TR,10:30AM,11:50AM,PCA 304,"Pittsburgh, Pennsylvania",Tsu,
54176,Conservatory Hour,1,A,M,04:30PM,05:20PM,PCA 118,"Pittsburgh, Pennsylvania",Block,
54178,Foundations of Drama I,6,A,TR,01:30PM,02:50PM,PH A20,"Pittsburgh, Pennsylvania",Good,
,,,B,TR,09:00AM,10:20AM,PH 226C,"Pittsburgh, Pennsylvania",Good,
54184,Dramaturgy 2: Introduction to Production Dramaturgy,9,A,TR,10:30AM,11:50AM,PCA 103,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54190,Advanced Playwriting,9,A,TR,01:30PM,02:50PM,TBD TBD,"Pittsburgh, Pennsylvania",Reich,
,Advanced Playwriting:,,,,,,,,,
,Advanced Playwriting,,B,TR,01:30PM,02:50PM,TBA,"Pittsburgh, Pennsylvania",He,
54192,Acting for Non-Majors,9,A,MW,04:30PM,05:50PM,PCA 321,"Pittsburgh, Pennsylvania",Sutherland,
,,,B,MW,04:30PM,05:50PM,PCA 318,"Pittsburgh, Pennsylvania",Williams,
,,,C,MW,04:30PM,05:50PM,PCA 313,"Pittsburgh, Pennsylvania",Gray,
54200,Dramaturgy Forum:,1,,,,,,,,
,Dramaturgy Forum,,A,F,02:30PM,03:20PM,DH 1102,"Pittsburgh, Pennsylvania",Madigan,
54202,Acting II,12,A,MW,01:00PM,03:20PM,PCA 321,"Pittsburgh, Pennsylvania",McKay,
,,,,F,01:30PM,03:50PM,PCA 321,"Pittsburgh, Pennsylvania",,
,,,B,MW,01:00PM,03:20PM,PCA 318,"Pittsburgh, Pennsylvania",Knight,
,,,,F,01:30PM,03:50PM,PCA 318,"Pittsburgh, Pennsylvania",,
,,,C,MW,01:00PM,03:20PM,PCA 314,"Pittsburgh, Pennsylvania",Moore,
,,,,F,01:30PM,03:50PM,PCA 314,"Pittsburgh, Pennsylvania",,
54204,Voice and Speech II,6,A,MW,10:30AM,11:50AM,PCA A35,"Pittsburgh, Pennsylvania",Wadsworth,
,,,,F,11:00AM,12:20PM,PCA 118,"Pittsburgh, Pennsylvania",,
,,,B,MW,09:00AM,10:20AM,PCA A35,"Pittsburgh, Pennsylvania",Wadsworth,
,,,,F,09:00AM,09:50AM,PCA 118,"Pittsburgh, Pennsylvania",,
,,,C,TR,09:00AM,10:20AM,PCA 321,"Pittsburgh, Pennsylvania",Wadsworth,
,,,,F,10:00AM,10:50AM,PCA 118,"Pittsburgh, Pennsylvania",,
54206,Ballet II,3,A,TR,09:00AM,10:20AM,PCA 306,"Pittsburgh, Pennsylvania",Caton,
,,,B,TR,09:00AM,10:20AM,PCA 313,"Pittsburgh, Pennsylvania",Conte,
54208,Movement II,3,A,MW,09:00AM,10:20AM,PCA 313,"Pittsburgh, Pennsylvania",Warman,
,,,B,MW,10:30AM,11:50AM,PCA 313,"Pittsburgh, Pennsylvania",Warman,
54212,Actor Dance II,3,A,TR,01:30PM,02:50PM,PCA 306,"Pittsburgh, Pennsylvania",Caton,
54214,Singing for Actors II,3,A,MW,03:30PM,04:20PM,PCA 321,"Pittsburgh, Pennsylvania",Douglas,
54218,Jazz II,2,A,M,04:30PM,05:50PM,PCA 306,"Pittsburgh, Pennsylvania",Cousin,
,,,B,W,04:30PM,05:50PM,PCA 306,"Pittsburgh, Pennsylvania",Cousin,
54220,Acting A Song,4,A,TR,03:00PM,04:20PM,PCA 313,"Pittsburgh, Pennsylvania",Kline,
54222,Directing II: Fundamentals,9,A,TR,12:30PM,02:50PM,PCA 118,"Pittsburgh, Pennsylvania",Lehane,
54224,Tap II,2,A,T,12:00PM,12:50PM,PCA 306,"Pittsburgh, Pennsylvania",Conte,
,,,B,F,04:30PM,05:20PM,PCA 306,"Pittsburgh, Pennsylvania",Conte,
54230,Make-Up for Designers,6,A,R,09:00AM,11:50AM,PCA A19,"Pittsburgh, Pennsylvania",Russman,
54238,Scenic Painting I,6,A,F,10:00AM,12:20PM,PCA 107,"Pittsburgh, Pennsylvania",Zamborsky,
54239,History of Architecture and Decor 2 - Renaissance to 21st C,"4,6",A,M,03:00PM,04:20PM,PCA 307,"Pittsburgh, Pennsylvania",Block,
54242,Improvisation,2,A,F,11:00AM,12:20PM,PCA 313,"Pittsburgh, Pennsylvania",Warman,
54246,History of Clothing 2,6,A,MW,03:30PM,04:20PM,DH 1211,"Pittsburgh, Pennsylvania",Larlarb,
54248,Playwriting for Dramaturgs,6,A,TR,01:30PM,02:50PM,PH A21A,"Pittsburgh, Pennsylvania",Giles,
54250,Introduction to Scenic Design,6,A,F,09:30AM,12:20PM,PCA 307,"Pittsburgh, Pennsylvania",Block,
54252,Introduction to Lighting Design,6,A,F,09:30AM,12:20PM,PCA 211,"Pittsburgh, Pennsylvania",Thomson,
54254,New Play Collaboration,9,A4,TR,03:00PM,04:20PM,PCA 231,"Pittsburgh, Pennsylvania",Aquiline,
54258,Directing: Production II,6,A,MTWRF,06:30PM,10:50PM,TBA,"Pittsburgh, Pennsylvania","Harris, Holcomb",
54260,Production Preparation II,Sep-36,A,MTWRF,06:30PM,10:20PM,PCA 107,"Pittsburgh, Pennsylvania",Holcomb,
54262,Production Symposium II,6,A,MTWRF,06:30PM,10:20PM,PCA 114,"Pittsburgh, Pennsylvania",Holcomb,
,,,,S,10:00AM,01:20PM,PCA 114,"Pittsburgh, Pennsylvania",,
54264,Welding,4,A,T,08:30AM,10:20AM,PCA 107,"Pittsburgh, Pennsylvania",Carter,
,,,B,R,10:30AM,12:20PM,PCA 107,"Pittsburgh, Pennsylvania",Carter,
54265,Advanced Fabrication,6,A,MW,01:30PM,02:50PM,PCA 107,"Pittsburgh, Pennsylvania",Carter,
54272,Scenic Fabrication and Installation,6,A,MW,03:00PM,04:20PM,PCA 209,"Pittsburgh, Pennsylvania",Boevers,
54282,Foundations of Drama II,6,A,TR,01:30PM,02:50PM,PCA 307,"Pittsburgh, Pennsylvania",Porterfield,
,,,B,TR,10:30AM,11:50AM,PCA 307,"Pittsburgh, Pennsylvania",Porterfield,
54285,Alexander Technique,1.5,A,T,12:00PM,01:20PM,PCA A41,"Pittsburgh, Pennsylvania",Levinson,
,,,,F,09:30AM,10:50AM,PCA A41,"Pittsburgh, Pennsylvania",,
,,,B,TR,12:00PM,01:20PM,PCA A41,"Pittsburgh, Pennsylvania",Levinson,
,,,,F,11:00AM,12:20PM,PCA A41,"Pittsburgh, Pennsylvania",,
54298,Dramaturgy Production: Practical Observation 2,12-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
54299,Dramaturgy Production: Practical Observation,12-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Arons,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54300,Dramaturgy Research Hours,12-Jan,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Arons,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54302,Acting III:,5,,,,,,,,
,High Comedy,,A3,TR,02:00PM,04:20PM,PCA 321,"Pittsburgh, Pennsylvania",McKay,
,Acting III:,,,,,,,,,
,Greeks,,A4,TR,02:00PM,04:20PM,PCA 321,"Pittsburgh, Pennsylvania",McKay,
,Acting III:,,,,,,,,,
,High Comedy,,B3,TR,02:00PM,04:20PM,PCA 318,"Pittsburgh, Pennsylvania",Mackenzie-Wood,
,Acting III:,,,,,,,,,
,Greeks,,B4,TR,02:00PM,04:20PM,PCA 318,"Pittsburgh, Pennsylvania",Mackenzie-Wood,
54304,Dialects for the Stage,6,A,MW,01:30PM,02:50PM,PCA A41,"Pittsburgh, Pennsylvania",Thuma,
,,,B,MW,03:00PM,04:20PM,PCA A41,"Pittsburgh, Pennsylvania",Thuma,
54306,Voice/Alexander III,5,A,MW,03:00PM,04:20PM,PCA A35,"Pittsburgh, Pennsylvania",Feindel,
,,,B,MW,01:30PM,02:50PM,PCA A35,"Pittsburgh, Pennsylvania",Feindel,
,,,C,MW,11:30AM,12:50PM,PCA 321,"Pittsburgh, Pennsylvania",Feindel,
54308,Movement III,5,A,MW,09:30AM,10:50AM,PCA 306,"Pittsburgh, Pennsylvania",Moore,
54310,Accents for the Stage,6,A,MW,12:00PM,01:20PM,PCA A35,"Pittsburgh, Pennsylvania",Thuma,
54312,Rehearsal and Performance III,16,A,MTWRF,06:30PM,10:20PM,TBA,"Pittsburgh, Pennsylvania",Mackenzie-Wood,
,,,,S,10:00AM,01:20PM,TBA,"Pittsburgh, Pennsylvania",,
54314,Ballet III,3,A,MW,01:30PM,02:50PM,PCA 306,"Pittsburgh, Pennsylvania",Caton,
,,,B,MW,01:30PM,02:50PM,PCA 313,"Pittsburgh, Pennsylvania",Conte,
54316,Jazz III,2,A,F,09:30AM,10:50AM,PCA 306,"Pittsburgh, Pennsylvania",Cousin,
,,,B,F,01:30PM,02:50PM,PCA 306,"Pittsburgh, Pennsylvania",Cousin,
54318,Singing for Actors III,2,A,F,10:00AM,11:20AM,PCA A41,"Pittsburgh, Pennsylvania",Douglas,
54324,Tap III,2,A,T,04:30PM,05:20PM,PCA 306,"Pittsburgh, Pennsylvania",Conte,
,,,B,R,04:30PM,05:20PM,PCA 306,"Pittsburgh, Pennsylvania",Cousin,
54326,Actor Dance III,2,A,TR,12:00PM,01:20PM,PCA 313,"Pittsburgh, Pennsylvania",Cousin,
54327,Junior Auditioning,2,A,TR,04:30PM,05:20PM,PCA 318,"Pittsburgh, Pennsylvania",Knight,
54330,Introduction to Stage Management,6,A,MW,10:30AM,11:50AM,PCA 103,"Pittsburgh, Pennsylvania",Shackleford,
54332,Scenic Design: Boot Camp,5,A,W,01:30PM,04:20PM,PCA 307,"Pittsburgh, Pennsylvania","Block, Mundell, Sissons",
54334,Production Resource Management,6,A,T,01:30PM,02:50PM,GHC 4101,"Pittsburgh, Pennsylvania",Holcomb,
,,,,R,01:30PM,02:50PM,WEH 5202,"Pittsburgh, Pennsylvania",,
54340,Stage Management Seminar,3,A,F,01:30PM,04:20PM,PCA 231,"Pittsburgh, Pennsylvania",Shackleford,
54342,Costume Design for TV and Film,9,A,MW,11:00AM,12:20PM,PCA 231,"Pittsburgh, Pennsylvania",Larlarb,
54346,Introduction to Costume Construction,6,A,W,09:30AM,12:20PM,PCA 308,"Pittsburgh, Pennsylvania",Russman,
54352,Theatrical and Opera Lighting Design,4,A3,R,09:00AM,11:50AM,PCA 211,"Pittsburgh, Pennsylvania",Thomson,
54354,Structural Design II,9,A,MW,10:30AM,11:50AM,PCA 209,"Pittsburgh, Pennsylvania",Hines,
54360,Non-traditional Entertainment Management:,6,,,,,,,,
,Non-traditional Entertainment Stage Management,,A,MW,03:00PM,04:20PM,PCA 231,"Pittsburgh, Pennsylvania",McCarter,
54362,Production Preparation III,Sep-36,A,MTWRF,06:30PM,10:20PM,PCA 107,"Pittsburgh, Pennsylvania",Holcomb,
54364,Dramaturgy 6: Critical Writing:,9,,,,,,,,
,Dramaturgy 6: Critical Writing,,A,TR,10:30AM,11:50AM,TBA,"Pittsburgh, Pennsylvania",Arons,
54365,Machine Design I,9,A,MW,10:30AM,11:50AM,PCA 209,"Pittsburgh, Pennsylvania",Hines,
54368,Production Electrics,"4,6",A,MW,10:30AM,11:50AM,PCA A16,"Pittsburgh, Pennsylvania",Brown,
54372,Theatre for the Ear,6,A,R,09:00AM,11:20AM,TBA,"Pittsburgh, Pennsylvania",Pino,
54376,Entertainment Rigging,3,A,F,11:00AM,12:20PM,PCA 209,"Pittsburgh, Pennsylvania",Boevers,
54378,Technical Direction II,6,A,TR,01:30AM,02:50PM,PCA 209,"Pittsburgh, Pennsylvania",Hines,
54381,"Special Topics in Drama: History, Literature and Criticism",6,A,TR,01:30PM,02:50PM,WEH 5320,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54386,Scenic Design Skills: 3D Model Making,4,A3,M,01:30PM,02:50PM,PCA 307,"Pittsburgh, Pennsylvania",Sissons,
54388,Dramaturgy: Production I,12-Jan,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Arons,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54390,Composition for Theatrical Sound Design 2,6,A,MW,01:30PM,02:50PM,PCA 210,"Pittsburgh, Pennsylvania",Pickett,
54391,Media Design Skills,3,A,R,01:30PM,02:50PM,PCA A21,"Pittsburgh, Pennsylvania",Shea,
54392,Scenic Design Skills: 2D Drawing and Rendering,4,A4,M,01:30PM,02:50PM,PCA 307,"Pittsburgh, Pennsylvania",Mundell,
54396,Internship,Feb-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54397,Sound Design For Interactive Environments & Non-Linear Storytelling,9,A,MW,03:00PM,04:00PM,PCA A21,"Pittsburgh, Pennsylvania",Pickett,
54398,Film Sound Design,9,A,MW,03:00PM,04:20PM,PCA 210,"Pittsburgh, Pennsylvania",Pino,
54400,Staging Media,6,A,T,01:30PM,02:50PM,PCA A21,"Pittsburgh, Pennsylvania",Shea,
54402,Camera Lab,3,A3,MW,01:30PM,03:50PM,PCA 115,"Pittsburgh, Pennsylvania",Lehane,
54405,Future Stages for Actors,6,A,MW,10:30AM,12:20PM,TBA,"Pittsburgh, Pennsylvania","Sissons, Shea, Manson",
54410,Theatre Lab for Undergraduates,"4,9",A,TR,10:30AM,11:50AM,PCA 118,"Pittsburgh, Pennsylvania","Harris, Handel",
54412,Rehearsal and Performance IV,16,A,MTWRF,06:30PM,10:20PM,PCA 118,"Pittsburgh, Pennsylvania",Mackenzie-Wood,
,,,,S,10:00AM,01:20PM,PCA 118,"Pittsburgh, Pennsylvania",,
54414,Showcase,9,A,TR,01:30PM,04:20PM,PCA A35,"Pittsburgh, Pennsylvania",Wadsworth,
,,,,F,01:30PM,04:20PM,PCA A35,"Pittsburgh, Pennsylvania",,
54416,Broadway Styles,4,A,MWF,11:00AM,12:20PM,PCA 306,"Pittsburgh, Pennsylvania",Cousin,
54422,Directing IV,6,A,MW,03:30PM,05:20PM,PCA 314,"Pittsburgh, Pennsylvania","Harris, Manson",
54425,Staging Media Lab,3,A,T,03:00PM,04:20PM,PCA A21,"Pittsburgh, Pennsylvania",Miller Jr,
54432,Scenic Design: Modern Classical,9,A,M,01:30PM,04:20PM,PCA 305,"Pittsburgh, Pennsylvania","Mundell, Sissons",
54438,Acting IV,3,A4,MW,01:30PM,04:20PM,PCA 115,"Pittsburgh, Pennsylvania",Warman,
54442,Costume Design for the Classics,5,A3,MW,11:00AM,12:20PM,PCA 305,"Pittsburgh, Pennsylvania",Tsu,
54444,Draping for the Costume Designer II,6,A,R,09:00AM,11:50AM,PCA 308,"Pittsburgh, Pennsylvania",Chu,
54446,Professional Preparation,3,A,R,03:30PM,04:20PM,PCA 103,"Pittsburgh, Pennsylvania","Pino, Sissons",
,,,,R,03:30PM,04:20PM,PCA 305,"Pittsburgh, Pennsylvania",,
,,,,R,03:30PM,04:20PM,PCA 307,"Pittsburgh, Pennsylvania",,
54448,Figure Drawing,4,A,TR,01:30PM,02:20PM,PCA 305,"Pittsburgh, Pennsylvania",Zamborsky,
54450,Painting for the Theatrical Designer,6,A,MW,09:00AM,10:50AM,PCA 305,"Pittsburgh, Pennsylvania",Tsu,
54452,Architectural Lighting Design,9,A,T,09:00AM,11:50AM,PCA 211,"Pittsburgh, Pennsylvania",Limauro,
54454,Advanced Topics in Stage Management I,3,A3,MW,03:00PM,04:20PM,PCA 103,"Pittsburgh, Pennsylvania",Shackleford,
,,,A4,MW,01:30PM,02:50PM,PCA 103,"Pittsburgh, Pennsylvania",Shackleford,
54456,Production Management Workshop,3,A,TR,10:30AM,11:20AM,PCA 231,"Pittsburgh, Pennsylvania",Holcomb,
54458,Directing: Production IV,10,A,MTWRF,06:30PM,10:50PM,PCA 118,"Pittsburgh, Pennsylvania",Harris,
54460,Future Stages for Undergrad Designers,21-Sep,A,MW,09:30AM,12:20PM,TBA,"Pittsburgh, Pennsylvania","Sissons, Manson",
54462,Production Preparation IV,Sep-36,A,MTWRF,06:30PM,10:20PM,PCA 107,"Pittsburgh, Pennsylvania",Holcomb,
54467,Costume Design with Music,5,A4,MW,11:00AM,12:20PM,PCA 305,"Pittsburgh, Pennsylvania",Tsu,
54468,Theater Management,6,A,R,11:30AM,12:50PM,PCA 231,"Pittsburgh, Pennsylvania",Instructor TBA,
54475,Advanced Topics in Stage Management II:,3,,,,,,,,
,Advanced Topics in Stage Management II,,A3,TR,03:00PM,04:20PM,TBA,"Pittsburgh, Pennsylvania",McCarter,
,Advanced Topics in Stage Management II:,,,,,,,,,
,Advanced Topics in Stage Management II,,A4,TR,03:00PM,04:20PM,TBA,"Pittsburgh, Pennsylvania",McCarter,
54479,Television Lighting Design,2,A4,R,09:00AM,11:50AM,PCA 211,"Pittsburgh, Pennsylvania",Limauro,
54480,Technical Direction IV,6,A,TR,10:30AM,11:50AM,PCA 209,"Pittsburgh, Pennsylvania",Hines,
54488,Dramaturgy: Production II,12-Jan,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Arons,
,,,B,TBA,,,TBA,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54494,Business of Acting,4,A3,TR,03:00PM,04:20PM,PCA A35,"Pittsburgh, Pennsylvania",Wadsworth,
54496,Internship,Sep-36,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54500,Voice Lab,5,A,R,12:00PM,12:50PM,PCA 321,"Pittsburgh, Pennsylvania",Kline,
,,,B,R,12:00PM,12:50PM,PCA 321,"Pittsburgh, Pennsylvania",Benack,
54505,Ear Training,1,A,F,11:30AM,12:20PM,PCA 210,"Pittsburgh, Pennsylvania",Pino,
54509,Theatrical Sound System Design,9,A,F,09:00AM,11:20PM,PCA 210,"Pittsburgh, Pennsylvania","Evans, Pino",
54510,Graduate Costume Crafts: Casting and Moldmaking:,6,,,,,,,,
,Graduate Costume Crafts: Casting and Moldmaking,,A3,T,09:30AM,12:20PM,PCA 308,"Pittsburgh, Pennsylvania",Russman,
54512,Fabric Painting:,9,,,,,,,,
,Fabric Painting,,A,F,09:30AM,12:20PM,PCA 308,"Pittsburgh, Pennsylvania",Russman,
54515,Grad Directing Thinktank,6,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Manson,
54516,Graduate Fabric Painting,9,A,F,09:30AM,12:20PM,PCA 308,"Pittsburgh, Pennsylvania",Russman,
54518,Director's Colloquium,1,A,F,02:30PM,03:20PM,PCA 103,"Pittsburgh, Pennsylvania",Harris,
54520,Acting for the Camera,6,A,MW,01:30PM,04:20PM,TBA,"Pittsburgh, Pennsylvania",Kovitz,
54522,Production Collaboration for Directors and Dramaturgs:,2,,,,,,,,
,Production Collaboration for Directors and Dramaturgs,,A4,T,03:00PM,04:20PM,TBA,"Pittsburgh, Pennsylvania","Harris, Monaghan Rivas",
54524,Dance Lighting Design,3,A3,T,09:00AM,11:50AM,TBA,"Pittsburgh, Pennsylvania",Limauro,
54527,Automated Lighting Workshop,15-Mar,A,F,08:30AM,12:20PM,PCA 115,"Pittsburgh, Pennsylvania",Brown,
54536,Costume Crafts: Mask Making:,4,,,,,,,,
,Costume Crafts: Maskin Making,,A4,T,09:30AM,12:20PM,PCA 308,"Pittsburgh, Pennsylvania",Russman,
54538,Costume Crafts: Casting and Mold Making:,6,,,,,,,,
,Costume Crafts: Casting and Moldmaking,,A3,T,09:30AM,12:20PM,PCA 308,"Pittsburgh, Pennsylvania",Russman,
54550,Seminar: Design and Construction of Themed Environments,1,A3,F,11:30AM,01:20PM,PCA 307,"Pittsburgh, Pennsylvania","Boevers, Hines",
54588,Dramaturgy Production III,12-Jan,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Arons,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54595,Martin Scorsese and his Films,6,A,F,10:30AM,01:20PM,PCA 114,"Pittsburgh, Pennsylvania",Rauh,
54601,Independent Study in Performance,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",McKay,
54602,Independent Study in MT Literature and Repertoire,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54603,Independent Study in Sound Design,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54604,Independent Study Lighting Design,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Limauro,
54605,Independent Study in Scenic Design,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Block, Arons",
54606,Independent Study in Costume Design,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54607,Independent Study in Production Technology & Management,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54608,Independent Study in Directing,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54609,Independent Study in Dramaturgy,12-Jan,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Arons,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Monaghan Rivas,
54610,Independent Study in History,12-Feb,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
54611,Independent Study in Theory,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54612,Independent Study in Research,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54613,Independent Study in Dramatic Writing,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54614,Independent Study in Scenography,12-Feb,A,TBA,,,TBA,"Pittsburgh, Pennsylvania",Instructor TBA,
54616,Independent Study in Video Design,12-Feb,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Instructor TBA,
54666,Production Audio,6,A,MW,01:30PM,02:50PM,PCA 304,"Pittsburgh, Pennsylvania",Pino,
54704,Applied Internship for Spring,8,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Holcomb,
,,,B,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Holcomb, Tsu",
,,,C,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Holcomb, Brown",
,,,D,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Holcomb, Handel",
,,,E,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania","Holcomb, Manson",
54705,Graduate Advanced Fabrication,6,A,MW,01:30PM,02:50PM,PCA 107,"Pittsburgh, Pennsylvania",Carter,
54708,Graduate Advanced Playwriting,9,B,TR,01:30PM,02:50PM,TBA,"Pittsburgh, Pennsylvania",He,
